"","country","code","year","mean_age"
"1021","Switzerland",3384,2010,24
"1022","Switzerland",3384,2011,23.66
"1023","Switzerland",3384,2012,23.62
"1024","Switzerland",3384,2013,24.79
"1025","Switzerland",3384,2014,24.34
"1026","Switzerland",3384,2015,24.97
"1027","Switzerland",3384,2016,24.1
"1028","Switzerland",3384,2017,26.12
"1029","Switzerland",3384,2018,26.12
"1030","Australia",3433,1998,25.74
"1031","Australia",3433,1999,25.14
"1032","Australia",3433,2000,25.22
"1033","Australia",3433,2001,26.27
"1034","Australia",3433,2002,27.29
"1035","Australia",3433,2003,26.52
"1036","Australia",3433,2004,25.85
"1037","Australia",3433,2005,26.75
"1038","Australia",3433,2006,26.03
"1039","Australia",3433,2007,24.89
"1040","Australia",3433,2008,25.38
"1041","Australia",3433,2009,25.89
"1042","Australia",3433,2010,25.52
"1043","Australia",3433,2011,25.92
"1044","Australia",3433,2012,26.18
"1045","Australia",3433,2013,25.65
"1046","Australia",3433,2014,24.36
"1047","Australia",3433,2015,24.26
"1048","Australia",3433,2016,25.24
"1049","Australia",3433,2017,27.44
"1050","Australia",3433,2018,27.44
"1051","Serbia",3438,2006,24.44
"1052","Serbia",3438,2007,24.04
"1053","Serbia",3438,2008,23.47
"1054","Serbia",3438,2009,24.16
"1055","Serbia",3438,2010,24.85
"1056","Serbia",3438,2011,24.06
"1057","Serbia",3438,2012,23.42
"1058","Serbia",3438,2013,24.09
"1059","Serbia",3438,2014,24.28
"1060","Serbia",3438,2015,24.24
"1061","Serbia",3438,2016,24.39
"1062","Serbia",3438,2017,25.93
"1063","Serbia",3438,2018,25.93
"1064","Ghana",3441,1998,21.69
"1065","Ghana",3441,1999,22.48
"1066","Ghana",3441,2001,20.65
"1067","Ghana",3441,2003,40
"1068","Ghana",3441,2004,22.4
"1069","Ghana",3441,2005,23.28
"1070","Ghana",3441,2006,23.43
"1071","Ghana",3441,2007,23.64
"1072","Ghana",3441,2008,23.25
"1073","Ghana",3441,2009,22.51
"1074","Ghana",3441,2010,22.87
"1075","Ghana",3441,2011,21.98
"1076","Ghana",3441,2012,23.3
"1077","Ghana",3441,2013,23.74
"1078","Ghana",3441,2014,23.55
"1079","Ghana",3441,2015,23.53
"1080","Ghana",3441,2016,23.09
"1081","Ghana",3441,2017,24.25
"1082","Ghana",3441,2018,24.25
"1083","Serbia and Montenegro",23380,2002,25.26
"1084","Serbia and Montenegro",23380,2003,25.32
"1085","Serbia and Montenegro",23380,2004,24.85
"1086","Serbia and Montenegro",23380,2005,25.82
"1087","Slovakia",3503,1998,25.56
"1088","Slovakia",3503,1999,23.79
"1089","Slovakia",3503,2000,25.87
"1090","Slovakia",3503,2001,24.61
"1091","Slovakia",3503,2002,25.33
"1092","Slovakia",3503,2003,25.85
"1093","Slovakia",3503,2004,25.26
"1094","Slovakia",3503,2005,25.78
"1095","Slovakia",3503,2006,25.48
"1096","Slovakia",3503,2007,26.2
"1097","Slovakia",3503,2008,25.06
"1098","Slovakia",3503,2009,25.26
"1099","Slovakia",3503,2010,25.67
"1100","Slovakia",3503,2011,26.21
"1101","Slovakia",3503,2012,26.53
"1102","Slovakia",3503,2013,26
"1103","Slovakia",3503,2014,27.42
"1104","Slovakia",3503,2015,27.27
"1105","Slovakia",3503,2016,25
"1106","Slovakia",3503,2017,26.08
"1107","Slovakia",3503,2018,26.08
"1108","Honduras",3590,1999,24.41
"1109","Honduras",3590,2000,24.4
"1110","Honduras",3590,2001,26.5
"1111","Honduras",3590,2002,23.86
"1112","Honduras",3590,2003,25.19
"1113","Honduras",3590,2004,25.13
"1114","Honduras",3590,2005,25.54
"1115","Honduras",3590,2006,25.36
"1116","Honduras",3590,2007,24.39
"1117","Honduras",3590,2008,26.1
"1118","Honduras",3590,2009,25.85
"1119","Honduras",3590,2010,25.35
"1120","Honduras",3590,2011,24.95
"1121","Honduras",3590,2012,25.07
"1122","Honduras",3590,2013,25.79
"1123","Honduras",3590,2014,25.96
"1124","Honduras",3590,2015,25.13
"1125","Honduras",3590,2016,25.86
"1126","Honduras",3590,2017,27.19
"1127","Honduras",3590,2018,27.19
"1128","Algeria",3614,1998,23.67
"1129","Algeria",3614,1999,25.26
"1130","Algeria",3614,2000,25.16
"1131","Algeria",3614,2001,25.34
"1132","Algeria",3614,2002,24.53
"1133","Algeria",3614,2003,24.87
"1134","Algeria",3614,2004,25.2
"1135","Algeria",3614,2005,25.16
"1136","Algeria",3614,2006,24.91
"1137","Algeria",3614,2007,25.37
"1138","Algeria",3614,2008,26.12
"1139","Algeria",3614,2009,26.34
"1140","Algeria",3614,2010,25.37
"1141","Algeria",3614,2011,24.67
"1142","Algeria",3614,2012,25.66
"1143","Algeria",3614,2013,25.65
"1144","Algeria",3614,2014,25.33
"1145","Algeria",3614,2015,24.74
"1146","Algeria",3614,2016,24.6
"1147","Algeria",3614,2017,26.63
"1148","Algeria",3614,2018,26.63
"1149","New Zealand",9171,1998,24.13
"1150","New Zealand",9171,1999,23.22
"1151","New Zealand",9171,2000,24.68
"1152","New Zealand",9171,2002,25.47
"1153","New Zealand",9171,2003,24.79
"1154","New Zealand",9171,2004,24.15
"1155","New Zealand",9171,2005,24.36
"1156","New Zealand",9171,2006,24.96
"1157","New Zealand",9171,2007,24.61
"1158","New Zealand",9171,2008,25.06
"1159","New Zealand",9171,2009,25.96
"1160","New Zealand",9171,2010,25.46
"1161","New Zealand",9171,2011,24.12
"1162","New Zealand",9171,2012,25.04
"1163","New Zealand",9171,2013,24.95
"1164","New Zealand",9171,2014,22.72
"1165","New Zealand",9171,2015,22.5
"1166","New Zealand",9171,2016,24.41
"1167","New Zealand",9171,2017,21.61
"1168","New Zealand",9171,2018,21.61
"1169","Greece",3378,1998,25
"1170","Greece",3378,1999,25.36
"1171","Greece",3378,2000,25.51
"1172","Greece",3378,2001,26.48
"1173","Greece",3378,2002,25.67
"1174","Greece",3378,2003,26.83
"1175","Greece",3378,2004,26.94
"1176","Greece",3378,2005,26.52
"1177","Greece",3378,2006,27.27
"1178","Greece",3378,2007,27.11
"1179","Greece",3378,2008,25.79
"1180","Greece",3378,2009,26.24
"1181","Greece",3378,2010,25.81
"1182","Greece",3378,2011,25.64
"1183","Greece",3378,2012,25
"1184","Greece",3378,2013,26.79
"1185","Greece",3378,2014,25.25
"1186","Greece",3378,2015,25.56
"1187","Greece",3378,2016,25
"1188","Greece",3378,2017,24.57
"1189","Greece",3378,2018,24.57
"1190","North Korea",15457,2003,19.44
"1191","North Korea",15457,2005,21.4
"1192","North Korea",15457,2007,22.6
"1193","North Korea",15457,2008,22.38
"1194","North Korea",15457,2009,22.91
"1195","North Korea",15457,2010,24.26
"1196","North Korea",15457,2011,22.06
"1197","North Korea",15457,2012,21.84
"1198","North Korea",15457,2014,23.17
"1199","North Korea",15457,2015,24.35
"1200","North Korea",15457,2016,24.3
"1201","North Korea",15457,2017,25.52
"1202","North Korea",15457,2018,25.52
"1203","Bosnia-Herzegovina",3446,1998,25.39
"1204","Bosnia-Herzegovina",3446,1999,25.72
"1205","Bosnia-Herzegovina",3446,2000,25.92
"1206","Bosnia-Herzegovina",3446,2001,27.4
"1207","Bosnia-Herzegovina",3446,2002,26.06
"1208","Bosnia-Herzegovina",3446,2004,26
"1209","Bosnia-Herzegovina",3446,2005,25.66
"1210","Bosnia-Herzegovina",3446,2006,25.41
"1211","Bosnia-Herzegovina",3446,2007,24.85
"1212","Bosnia-Herzegovina",3446,2008,25.72
"1213","Bosnia-Herzegovina",3446,2009,25.63
"1214","Bosnia-Herzegovina",3446,2010,24.72
"1215","Bosnia-Herzegovina",3446,2011,24.06
"1216","Bosnia-Herzegovina",3446,2012,25.1
"1217","Bosnia-Herzegovina",3446,2013,25.7
"1218","Bosnia-Herzegovina",3446,2014,25.21
"1219","Bosnia-Herzegovina",3446,2015,24.93
"1220","Bosnia-Herzegovina",3446,2016,25.63
"1221","Bosnia-Herzegovina",3446,2017,25.48
"1222","Bosnia-Herzegovina",3446,2018,25.48
"1223","Iceland",3574,1998,24.38
"1224","Iceland",3574,1999,25.07
"1225","Iceland",3574,2000,24.5
"1226","Iceland",3574,2001,24.71
"1227","Iceland",3574,2002,25.6
"1228","Iceland",3574,2003,27
"1229","Iceland",3574,2004,26.63
"1230","Iceland",3574,2005,25.93
"1231","Iceland",3574,2006,26.38
"1232","Iceland",3574,2007,25.31
"1233","Iceland",3574,2008,25.23
"1234","Iceland",3574,2009,25.06
"1235","Iceland",3574,2010,25.22
"1236","Iceland",3574,2011,25.42
"1237","Iceland",3574,2012,25.61
"1238","Iceland",3574,2013,25.6
"1239","Iceland",3574,2014,25.7
"1240","Iceland",3574,2015,25.78
"1241","Iceland",3574,2016,24.98
"1242","Iceland",3574,2017,28.13
"1243","Iceland",3574,2018,28.13
"1244","Panama",3577,2000,24.44
"1245","Panama",3577,2004,24.02
"1246","Panama",3577,2005,22.1
"1247","Panama",3577,2006,24.76
"1248","Panama",3577,2007,23.9
"1249","Panama",3577,2008,24.33
"1250","Panama",3577,2009,25.3
"1251","Panama",3577,2010,23.88
"1252","Panama",3577,2011,22.61
"1253","Panama",3577,2012,24.5
"1254","Panama",3577,2013,25.23
"1255","Panama",3577,2014,23.84
"1256","Panama",3577,2015,24.49
"1257","Panama",3577,2016,24.77
"1258","Panama",3577,2017,27.74
"1259","Panama",3577,2018,27.74
"1260","Peru",3584,1998,24.31
"1261","Peru",3584,1999,25.21
"1262","Peru",3584,2000,24.69
"1263","Peru",3584,2002,25.47
"1264","Peru",3584,2003,26.32
"1265","Peru",3584,2004,25.84
"1266","Peru",3584,2005,25
"1267","Peru",3584,2006,25.54
"1268","Peru",3584,2007,25.16
"1269","Peru",3584,2008,26.08
"1270","Peru",3584,2009,24.94
"1271","Peru",3584,2010,25.1
"1272","Peru",3584,2011,25.33
"1273","Peru",3584,2012,24.56
"1274","Peru",3584,2013,24.8
"1275","Peru",3584,2014,24.53
"1276","Peru",3584,2015,25.25
"1277","Peru",3584,2016,24.21
"1278","Peru",3584,2017,26.21
"1279","Peru",3584,2018,26.21
"1280","Egypt",3672,1998,23.97
"1281","Egypt",3672,1999,24.67
"1282","Egypt",3672,2000,23.83
"1283","Egypt",3672,2001,24.9
"1284","Egypt",3672,2002,24.29
"1285","Egypt",3672,2003,25.11
"1286","Egypt",3672,2004,25.1
"1287","Egypt",3672,2005,25.79
"1288","Egypt",3672,2006,25.2
"1289","Egypt",3672,2007,25.31
"1290","Egypt",3672,2008,25.63
"1291","Egypt",3672,2009,26.81
"1292","Egypt",3672,2010,24.12
"1293","Egypt",3672,2011,25.11
"1294","Egypt",3672,2012,25.2
"1295","Egypt",3672,2013,24.85
"1296","Egypt",3672,2014,25.09
"1297","Egypt",3672,2015,25.45
"1298","Egypt",3672,2016,26.65
"1299","Egypt",3672,2017,27.86
"1300","Egypt",3672,2018,27.86
